Прізвище;Ім’я;По батькові;Стать;Дата народження;Посада;Місто проживання;Адреса проживання;Телефон;Email
Павленко;Гордій;Олександрович;male;1986-09-30;Електрослюсар;хутір Збараж;провулок Обільний 2-й, буд. 1, Новодружеськ, 91793;+380 28 395-76-86;givanychuk@example.com
Шаповал;Климент;Богданович;male;1964-03-12;Журналіст;хутір Яворів;сквер Наявний 6-й, буд. 239, Хорол , 93826;+380 (97) 226-26-44;bnazarenko@example.org
Баклан;Віталій;Олегович;male;1946-05-05;Палеонтолог;місто П'ятихатки;парк Депутатський, буд. 54, Снігурівка, 86513;052 208 05 98;erikapustovit@example.org
Бездітко;Валерій;Іванович;male;1959-11-14;Журналіст;село Алушта;проспект Санітарна, буд. 06 кв. 99, Мирноград, 18741;030 433-47-46;yarkhypenko@example.com
Вівчаренко;Гордій;Анатолійович;male;1982-03-27;Дипломат;місто Вільногірськ;парк Офіцерський 2-й, буд. 84 кв. 4, Бердичів, 12483;001 127 88 86;riaboshapkaanzhela@example.org
Смик;Олесь;Петрович;male;1958-02-22;Хореограф;селище Надвірна;шосе Каманіна, буд. 327 кв. 92, Барвінкове, 85186;002 087 45 70;varvara43@example.org
Носаченко;Венедикт;Геннадійович;male;1958-07-02;Мінералог;хутір Прип'ять ;сквер Чорноморський 9-й, буд. 0, Дубровиця, 70801;+380 54 414-91-56;lesykillia@example.net
Андріїшин;Лесь;Петрович;male;1955-03-16;Доцент;місто Глобине;узвіз Металістів, буд. 82, Калинівка , 98299;065 918-81-40;pylyp05@example.com
Лемешко;Єва;Юріївна;female;1969-09-23;Педагог;хутір Бережани;парк Лінія 24-та, буд. 340 кв. 9, Долина , 70572;+380 43 762-17-61;vshcherban@example.com
Слюсар;Ірина;Богданівна;female;1980-12-31;Астрофізик;хутір Корсунь-Шевченківський;сквер Промисловий, буд. 39 кв. 94, Славутич, 74055;886-97-83;jieresko@example.net
Карась;Святослав;Вікторович;male;2004-10-30;Дизайнер;село Лиман ;площа Лінія 43-тя, буд. 9, Богуслав, 70273;+380 (38) 826-81-48;adamzaika@example.com
Вдовенко;Венедикт;Володимирович;male;1986-08-11;Астрофізик;хутір Міусинськ;площа Дніпровська, буд. 5, Володимир-Волинський, 35541;+380 89 759 10 96;dieremenko@example.org
Макогон;Опанас;Вікторович;male;1948-06-03;Мовознавець;місто Хотин;узвіз Восьмого березня 7-й, буд. 26 кв. 28, Докучаєвськ, 26756;+380 (48) 755-55-37;gerusavhustyn@example.com
Щириця;Тимофій;Юрійович;male;1996-10-29;Пілот;селище Тячів;парк Чернишевського, буд. 8, Дебальцеве, 48584;237 69 06;veniiamynsahal@example.org
Єрошенко;Панас;Ілліч;male;1999-11-01;Петрограф;місто Лохвиця;провулок Ланжеронівський узвіз, буд. 15, Світлодарськ, 77476;459-36-14;hpetliura@example.org
Скоробогатько;Олекса;Володимирович;male;1945-02-05;Провізор;село Ходорів;шосе Сонячна, буд. 51, Шепетівка, 83817;+380 57 814 74 75;cgzhytskyi@example.org
Зінченко;Едита;Юріївна;female;1974-10-17;Фрілансер;місто Звенигородка;сквер Східний 1-й, буд. 057 кв. 5, Кам'янець-Подільський, 89903;059 933 66 55;vstelmakh@example.org
Медведенко;Соломон;Андрійович;male;1985-05-26;Правник;хутір Бунге ;сквер Нафтовиків, буд. 196 кв. 8, Хуст, 56824;691-03-80;skybazlatoslava@example.org
Ващенко-Захарченко;Павло;Іванович;male;1976-08-18;Круп'є;місто Кодима;набережна Квіткова, буд. 8, Герца, 43991;+380 29 301 54 94;dzasiadko@example.com
Дурдинець;Олена;Богданівна;female;1956-05-27;Антрополог;село Кадіївка;шосе Садиковська, буд. 186, Чоп, 06668;626 40 35;utsiupa@example.org
Зінченко;Венедикт;Вікторович;male;1955-01-31;Штукатур;селище Південне ;узвіз Академіка Глушка, буд. 79 кв. 3, Новоселиця, 77772;+380 62 400-13-54;leontii15@example.net
Піддубна;Маруся;Петрівна;female;1944-08-13;Фотограф;місто Добропілля;площа Восьмого березня 2-й, буд. 74 кв. 28, Коломия, 07158;+380 00 121-29-43;oles33@example.net
Якимчук;Герман;Євгенович;male;1965-07-31;Складальник;село Красилів;вулиця Лідерсівський, буд. 9 кв. 5, Антрацит , 05487;869-45-55;kfomenko@example.com
Дергач;Ярина;Юріївна;female;1977-10-13;Золотар;село Хорол ;провулок Палубний, буд. 93 кв. 0, Сокиряни, 89226;862-18-29;vvashchenko@example.com
Єрмоленко;Валерій;Анатолійович;male;2008-08-08;Дантист;хутір Новодружеськ;площа Миколи Бажана, буд. 3, Скадовськ, 51560;502 88 15;mykhailo12@example.net
Кабалюк;Марко;Романович;male;1945-11-09;Хімік;хутір Буча;провулок Жевахова, буд. 5, Корець, 78844;076 318-51-71;rozaliiapalii@example.net
Цимбалюк;Богданна;Андріївна;female;1953-03-23;Дипломат;хутір Березне;провулок Моторний 3-й, буд. 0, Кам'янка-Бузька, 93533;+380 (81) 138-72-37;glavrenko@example.org
Пилипенко;Юстим;Миколайович;male;1972-10-21;Соціолог;селище Алупка;узвіз Леонова, буд. 80 кв. 083, Зимогір'я, 80741;332 54 11;ciemets@example.org
Гайворонська;Ярина;Олександрівна;female;1979-06-22;Мірошник;селище Голубівка;провулок Чапаєва 2-й, буд. 1, Скадовськ, 83141;109 20 16;valerii38@example.com
Чарниш;Ілля;Вікторович;male;1973-02-22;Продюсер;місто Олевськ;парк Сортувальна 1-ша, буд. 9 кв. 64, Умань, 28544;658-03-84;spas11@example.com
Савенко;Мілена;Вікторівна;female;1946-12-02;Дипломат;селище Овруч;проспект Херсонський, буд. 674, Міусинськ, 35583;+380 (65) 244-53-64;havrylobaida@example.net
Алексеєнко;Мартин;Богданович;male;2007-06-25;Правник;село Миронівка;вулиця Олександра Вронського, буд. 8 кв. 70, Збараж, 79571;008 626 24 83;pbezditko@example.com
Артюшенко;Альберт;Сергійович;male;1976-05-20;Соціолог;хутір Енергодар;сквер Архітектурна, буд. 6, Мерефа, 92644;+380 76 298 98 38;eduard01@example.org
Перепелиця;Демʼян;Геннадійович;male;2007-11-06;Петрограф;місто Таврійськ;сквер Коцебу міст, буд. 1 кв. 913, Батурин, 94307;569-94-17;qlahoda@example.net
Верхола;Надія;Юріївна;female;1943-11-03;Фольклорист;місто Чоп;провулок Вільгельма Габсбурга, буд. 36 кв. 76, Новоселиця, 87617;302-95-81;hordiiusyk@example.com
Ґерета;Маруся;Євгенівна;female;1950-12-16;Астронавт;селище Новоукраїнка;сквер Овідіопольська, буд. 8 кв. 1, Новоукраїнка, 33778;+380 35 972-81-70;iurchukvasyl@example.org
Ґереґа;Варфоломій;Васильович;male;1950-08-08;Мікробіолог;хутір Снігурівка;площа Пересипський узвіз, буд. 083 кв. 7, Привілля, 83980;+380 23 477-89-86;marynabandera@example.org
Гриценко;Руслан;Степанович;male;1971-02-22;Клоун;село Тлумач;сквер Академіка Вавилова, буд. 603 кв. 1, Підгайці, 31396;+380 06 159-18-19;antonshchors@example.org
Лукаш;Камілла;Петрівна;female;1982-06-11;Парфюмер;село Ялта;набережна Аеродромний 2-й, буд. 1, Ходорів, 26000;+380 (71) 085-07-77;gerusielysei@example.net
Андрійович;Венедикт;Євгенович;male;1992-07-13;Графік;хутір Погребище;сквер Рачкова, буд. 601 кв. 5, Бахмут, 94925;+380 18 705-99-12;albertiatsenko@example.org
